message,is_toxic
"honestly, i might even change it to 60min.  timeouts are supposed to catch the ""this is totally screwed up, let's abort"" not ""we're close to normal, but let's throw up everywhere anyways"".",1
"Is this still used anywhere?
 
 (later)
 
 Looks like still used in nova.tests.unit.test_service, so I guess we can't remove it. Damn.",1
"I would vote for rewriting our exception catching system to completely avoid using web.py built-in exceptions and use something like ""raise self.httperr(400, ""You sir are scumbag"")"".",0
"ah, thats nice, encoding stuff already crap",1
WTF,1
"should be ""END: Execute disksetup.""",0
"It is actually list of jolokia endpoints
 jolokia_endpoint_list?",0
what if you add __always_unused to the junk decl (from linux/compiler.h) ?  does the warning go away then ?,0
Need to remove a few leading spaces here to align above.,0
move up in sort order and remove the blank line above,0
What is the reason to put some data into hieradata instead? I don't understand what lands in puppet/controller.yaml and what in puppet/hieradata/controller.yaml,0
canRetry should be False instead of None? I know that it previously used None but seems that if its a boolean it should be explicitly False. Just my 2 euros...,0
use @decorators.skip_because,0
"This might seem pedantic and stupid but do we really want to take (A vast amount, I know...) of memory just so a line doesn't break?",0
wpr.Wait should be called even if Kill failed. Maybe we can call Wait with defer.,0
war on superfluous commas!,0
"Yes, it should be removed.",0
d0 ** 2 + d1 ** 2,0
If remove self.needs_resync this func will not be needed.,0
"really stupid nitpick but this line shouldn't end with a period.
 
 https://wiki.openstack.org/wiki/GitCommitMessages#Summary_of_GIT_commit_message_structure
 
 There was a discussion about this in the m-l as well. I personally don't care but lets stick to the standard.",0
"If that's the case, agree that lock should be removed",0
pls use cfg.CONF.set_override,0
In the future please bracket even one liners in a block.,0
"I wonder if the indirection is worth it...

Perhaps a comment would be more helpful here:

  # Create a Datagram socket
  s = socket.socket(socket.AF_INET6, socket.SOCK_DGRAM)",0
"please, remove the empty line here.",0
Your fake server has duplicate logic of the class under test due to the same inheritance. You should choose a different style of mocking. httmock is being use elsewhere in Neutron.,0
"Oh, shit, you're right. Is there a less error-prone way to do this than scattering calls to ClearReportsPending throughout the function?",1
"Petr, thanks for the feedback.
 
 A couple of comments:
 
 For proposal #2, note that I mentioned the deserialize call would return an instance of the class. This might not the most ideal thing to do for this method, though.
 
 For proposal #1, I don't think there's actually a problem. You can create an ""empy"" object with a ""dummy"" name and then have the deserialize method overwrite it.
 
  >>> class A(object):
  ... def __init__(self, name):
  ... self.name = name
  ... def deserialize(self, o):
  ... self.__dict__ = o
  ... 
  >>> obj = A('test')
  >>> obj.deserialize({'name': 'new_name'})
  >>> obj.name
  'new_name'
  >>> 
 
 
 I understand the point behind passing the flag is to validate that either of those are set but I personally don't see a huge value in that for this specific case. One reason I prefer #2 is because it'd avoid creating an instance of the object with dummy/None data.",0
layoutV17Dir == null || !layoutV17Dir.exists(),0
"as far as I know, a fixed ip will always have a network_id, so this block seems unnecessary... Can anyone prove it's possible to have a fixed_ip with no network_id?",0
This is an internal DRBD id.,0
Forget to say. Maybe you have seen suck behaviour in real-life? Could you please provide an example?,1
ugly whitespace here,0
"if these ssl params are service_default we will see this notice. I think we need to do '!is_service_default' check for each of them.
 
 from my POV the notice is useless.",0
"# Get all the endpoints
  endpoints = self.driver.get_endpoints()
  self.assertNotIn(TUNNEL_IP_ONE, endpoints)
  self.assertNotIn(TUNNEL_IP_TWO, endpoints)",0
"Probably a dumb question, but is 'limits' a feature of all APIs to where it should be in the base?",0
nit: signed-off-by has no meeting in OpenStack context,0
Trailing blank line; would be nice to eliminate that.,0
you don't need the $S here as that's the CWD for this func,0
useless braces,0
Removing the parentheses here triggers a sanitize abort. Leaving them as is does not.,0
module level variables should be defined at the top of the module,0
Will nuke them; the cookiecutter template appears to be out of date for environments.,0
"If this fails, do you want to return a model update with replication_status ass 'error'?",0
Useless.,0
Totally clumsy! I dislike it immensely! I think we should make a fileglobbing feature.,1
"nit: indentation.
 imo it's better to put all arguments on the new line:
  ml2_db.add_network_segment(
  self.ctx.session, network_id, segment, is_dynamic=is_seg_dynamic)
 
 same on line 63",0
you'll need to fix those empty whitespaces.,0
"Again, should it not be 'R*, admin' in the below table?",0
"Sometimes directories turn into 0-byte files when there's XFS filesystem corruption.
 
 Mostly it's just paranoia. :) You get enough clusters with enough different operators and someone's gonna do something dumb in here.",0
can you please s/kp/key_protector?,0
Should we do that even if we're not actually visible? IOW should we call GetWidget()->StartCompositor() instead?,0
We should just remove this. It's useless and it returns the same as getJava(),0
**kwargs,0
This dummy implementation makes no use of it so I removed it for now. But we intend to introduce boringssl in crrev.com/c/535258,0
"It will raise NotImplementedError. You can pull this patch and try it out.
 
 BTW, I am going to get rid of this block of code anyways in my next patch.",0
what exception? this is useless,0
Will fix AddressPool. Silly me. Done.,0
"Neutron should be lowercase. Also, suggested to add a link to the graphic.",0
"Whoops, fat fingers. Fixed.",0
"Killing seems bad, why kill. Just stop it using an event object...
 
 For example:
 
  def heartbeat(self):
  while self.coordinator is not None and not self._dead.is_set():
  <do stuff>
 
  def stop(self): 
  <stuff>
  if self.coordinator is not None:
  self.coordinator.stop()
  self._dead.set()
  if self._ev is not None:
  self._ev.wait()
  self._ev = None
  self.coordinator = None
  self.started = False",0
forgive me about the dumb question... is this being commented out because its content is now in extension.wadl,0
Stupid question: Why was this moved down here?,0
unnnessary whitespce chagne pleease remove.,0
"""submit asynchron ausloesen"" => trigger submit asynchron",0
"How will this be assigned, the exception was thrown before this occurs in all cases. Maybe a spacing error?",0
"cp -r $sample_policy_dir $conf_dir/
 should be ok.",0
Now you must update HEADS instead of HEAD because of https://review.openstack.org/194198,0
@brant: is this going to freak out your compliance friends?,0
"I stole this code from chromeos_startup.

""""""
# Always return success to avoid killing init
exit 0
../../init/chromeos_startup  """"""",0
NAME?,0
I shouldn't need to load an L3 agent to test the DB logic behavior! That's nonsense.,1
"Same here. Please, use empty lines instead of the ugly separators in this file. It is too compact and hard to read after your change.",0
Remove VMAX,0
"as I said in another CL, this field should be in Trigger message, so we don't reimplement it a bunch of times. I also propose to name it 'triggers', so we'll have:

 trigger {
   id: ""luci-go-trigger""
   acl_sets: ""default""
   gitiles: {
     repo: ""https://chromium.googlesource.com/infra/luci/luci-go.git""
     refs: ""refs/heads/master""
   }
   triggers: ""noop-kick-me""
   triggers: ""some-other-crap""
 }

Looks like your luci-scheduler-dev.cfg CL put jobs_to_trigger into Trigger message too :)",0
"Is vol_types a dict? If it is, why not directly use vol_types.values() here? Seems you don't use type_name..",0
just remove this ugly space from the end of the line please,1
"Those 2 lines (glBindTexture and glTexImage2D) are useless since your textures are created in texturetest.cc. By extension, you can remove one of the glGetError() calls.",0
